st,state,a_mean,tot_emp,a_median,occ_title,group,year
KS,Kansas,34950.0,60340.0,33440,"Installation, maintenance, and repair occupations",major,2003
KS,Kansas,29540.0,124470.0,26240,Production occupations,major,2003
KS,Kansas,27490.0,93340.0,23540,Transportation and material moving occupations,major,2003
KY,Kentucky,68900.0,86810.0,59520,Management occupations,major,2003
KY,Kentucky,46930.0,46810.0,42860,Business and financial operations occupations,major,2003
KY,Kentucky,52640.0,24500.0,50900,Computer and mathematical occupations,major,2003
KY,Kentucky,53420.0,22840.0,49990,Architecture and engineering occupations,major,2003
KY,Kentucky,42700.0,9140.0,39280,"Life, physical, and social science occupations",major,2003
KY,Kentucky,32110.0,21280.0,30150,Community and social services occupations,major,2003
KY,Kentucky,57130.0,10430.0,41810,Legal occupations,major,2003
KY,Kentucky,35930.0,101910.0,33400,"Education, training, and library occupations",major,2003
KY,Kentucky,32090.0,14220.0,26200,"Arts, design, entertainment, sports, and media occupations",major,2003
KY,Kentucky,48270.0,94310.0,39570,Healthcare practitioners and technical occupations,major,2003
KY,Kentucky,20860.0,46770.0,20090,Healthcare support occupations,major,2003
KY,Kentucky,26370.0,32850.0,23400,Protective service occupations,major,2003
KY,Kentucky,15700.0,140910.0,14350,Food preparation and serving related occupations,major,2003
KY,Kentucky,18810.0,54140.0,17330,Building and grounds cleaning and maintenance occupations,major,2003
KY,Kentucky,20390.0,31600.0,16780,Personal care and service occupations,major,2003
KY,Kentucky,26510.0,171900.0,18370,Sales and related occupations,major,2003
KY,Kentucky,25160.0,286920.0,23260,Office and administrative support occupations,major,2003
KY,Kentucky,20940.0,5400.0,18730,"Farming, fishing, and forestry occupations",major,2003
KY,Kentucky,32850.0,86100.0,30880,Construction and extraction occupations,major,2003
KY,Kentucky,33750.0,77830.0,32180,"Installation, maintenance, and repair occupations",major,2003
KY,Kentucky,28950.0,198430.0,26280,Production occupations,major,2003
KY,Kentucky,27660.0,156370.0,23240,Transportation and material moving occupations,major,2003
LA,Louisiana,65050.0,107550.0,54680,Management occupations,major,2003
LA,Louisiana,45310.0,50760.0,40090,Business and financial operations occupations,major,2003
LA,Louisiana,51720.0,17480.0,46500,Computer and mathematical occupations,major,2003
LA,Louisiana,56310.0,30150.0,53600,Architecture and engineering occupations,major,2003
LA,Louisiana,51080.0,13040.0,46090,"Life, physical, and social science occupations",major,2003
LA,Louisiana,33610.0,23620.0,33190,Community and social services occupations,major,2003
LA,Louisiana,58890.0,13410.0,39340,Legal occupations,major,2003
LA,Louisiana,32990.0,109900.0,32740,"Education, training, and library occupations",major,2003
LA,Louisiana,34400.0,14400.0,29030,"Arts, design, entertainment, sports, and media occupations",major,2003
LA,Louisiana,47390.0,104750.0,39060,Healthcare practitioners and technical occupations,major,2003
LA,Louisiana,17270.0,52200.0,15980,Healthcare support occupations,major,2003
LA,Louisiana,24810.0,56120.0,22610,Protective service occupations,major,2003
LA,Louisiana,15180.0,164700.0,13680,Food preparation and serving related occupations,major,2003
LA,Louisiana,16340.0,61330.0,14550,Building and grounds cleaning and maintenance occupations,major,2003
LA,Louisiana,16840.0,48690.0,14330,Personal care and service occupations,major,2003
LA,Louisiana,24800.0,186650.0,17550,Sales and related occupations,major,2003
LA,Louisiana,23670.0,303370.0,21400,Office and administrative support occupations,major,2003
LA,Louisiana,24760.0,6780.0,23050,"Farming, fishing, and forestry occupations",major,2003
LA,Louisiana,30200.0,118790.0,28220,Construction and extraction occupations,major,2003
LA,Louisiana,32840.0,93200.0,30890,"Installation, maintenance, and repair occupations",major,2003
LA,Louisiana,30980.0,126380.0,27860,Production occupations,major,2003
LA,Louisiana,25680.0,144940.0,21260,Transportation and material moving occupations,major,2003
ME,Maine,65370.0,34390.0,56780,Management occupations,major,2003
ME,Maine,46930.0,18220.0,42400,Business and financial operations occupations,major,2003
ME,Maine,51920.0,7050.0,49850,Computer and mathematical occupations,major,2003
ME,Maine,52290.0,9110.0,49850,Architecture and engineering occupations,major,2003
ME,Maine,46820.0,3970.0,41720,"Life, physical, and social science occupations",major,2003
ME,Maine,31290.0,12350.0,28890,Community and social services occupations,major,2003
ME,Maine,66940.0,3470.0,47120,Legal occupations,major,2003
ME,Maine,34540.0,44200.0,33070,"Education, training, and library occupations",major,2003
ME,Maine,34680.0,5770.0,29270,"Arts, design, entertainment, sports, and media occupations",major,2003
ME,Maine,55540.0,32950.0,44340,Healthcare practitioners and technical occupations,major,2003
ME,Maine,21590.0,19190.0,20680,Healthcare support occupations,major,2003
ME,Maine,28540.0,10560.0,26910,Protective service occupations,major,2003
ME,Maine,17970.0,52460.0,16380,Food preparation and serving related occupations,major,2003
ME,Maine,20910.0,21170.0,19720,Building and grounds cleaning and maintenance occupations,major,2003
ME,Maine,20240.0,12950.0,18220,Personal care and service occupations,major,2003
ME,Maine,27280.0,62160.0,20470,Sales and related occupations,major,2003
ME,Maine,26060.0,95490.0,24380,Office and administrative support occupations,major,2003
ME,Maine,25620.0,2130.0,24780,"Farming, fishing, and forestry occupations",major,2003
ME,Maine,31400.0,29910.0,29620,Construction and extraction occupations,major,2003
ME,Maine,33550.0,25780.0,31480,"Installation, maintenance, and repair occupations",major,2003
ME,Maine,28540.0,44720.0,26180,Production occupations,major,2003
ME,Maine,25450.0,41150.0,22990,Transportation and material moving occupations,major,2003
MD,Maryland,79630.0,186260.0,68040,Management occupations,major,2003
MD,Maryland,56820.0,105060.0,51630,Business and financial operations occupations,major,2003
MD,Maryland,68550.0,92310.0,67140,Computer and mathematical occupations,major,2003
MD,Maryland,62150.0,51050.0,58940,Architecture and engineering occupations,major,2003
MD,Maryland,62000.0,34680.0,56500,"Life, physical, and social science occupations",major,2003
MD,Maryland,34790.0,37600.0,31820,Community and social services occupations,major,2003
MD,Maryland,64390.0,22310.0,48620,Legal occupations,major,2003
MD,Maryland,42850.0,156110.0,39420,"Education, training, and library occupations",major,2003
MD,Maryland,42000.0,29820.0,37070,"Arts, design, entertainment, sports, and media occupations",major,2003
MD,Maryland,63910.0,121100.0,56570,Healthcare practitioners and technical occupations,major,2003
MD,Maryland,24770.0,53600.0,23780,Healthcare support occupations,major,2003
MD,Maryland,35810.0,65380.0,33380,Protective service occupations,major,2003
MD,Maryland,17860.0,190170.0,15670,Food preparation and serving related occupations,major,2003
MD,Maryland,21540.0,82790.0,19400,Building and grounds cleaning and maintenance occupations,major,2003
MD,Maryland,21310.0,54030.0,18160,Personal care and service occupations,major,2003
MD,Maryland,29990.0,245020.0,21660,Sales and related occupations,major,2003
MD,Maryland,30070.0,429130.0,28460,Office and administrative support occupations,major,2003
MD,Maryland,22980.0,2470.0,20170,"Farming, fishing, and forestry occupations",major,2003
MD,Maryland,36310.0,133500.0,33950,Construction and extraction occupations,major,2003
MD,Maryland,36400.0,94770.0,34930,"Installation, maintenance, and repair occupations",major,2003
MD,Maryland,29600.0,107830.0,26910,Production occupations,major,2003
MD,Maryland,27860.0,148910.0,24620,Transportation and material moving occupations,major,2003
MA,Massachusetts,91180.0,231580.0,77520,Management occupations,major,2003
MA,Massachusetts,61710.0,131070.0,53930,Business and financial operations occupations,major,2003
MA,Massachusetts,70450.0,104540.0,68170,Computer and mathematical occupations,major,2003
MA,Massachusetts,65690.0,74320.0,62450,Architecture and engineering occupations,major,2003
MA,Massachusetts,57630.0,42850.0,49740,"Life, physical, and social science occupations",major,2003
MA,Massachusetts,38180.0,54020.0,35500,Community and social services occupations,major,2003
MA,Massachusetts,87590.0,28360.0,57260,Legal occupations,major,2003
MA,Massachusetts,44750.0,205720.0,42720,"Education, training, and library occupations",major,2003
MA,Massachusetts,46500.0,40590.0,40810,"Arts, design, entertainment, sports, and media occupations",major,2003
MA,Massachusetts,59980.0,182300.0,51770,Healthcare practitioners and technical occupations,major,2003
MA,Massachusetts,26640.0,85340.0,25760,Healthcare support occupations,major,2003
MA,Massachusetts,37970.0,75340.0,36480,Protective service occupations,major,2003
MA,Massachusetts,21250.0,251770.0,18630,Food preparation and serving related occupations,major,2003
MA,Massachusetts,25100.0,108430.0,23000,Building and grounds cleaning and maintenance occupations,major,2003
MA,Massachusetts,24190.0,72060.0,21290,Personal care and service occupations,major,2003
MA,Massachusetts,34350.0,320040.0,22850,Sales and related occupations,major,2003
MA,Massachusetts,32160.0,561860.0,30490,Office and administrative support occupations,major,2003
MA,Massachusetts,25900.0,2230.0,21390,"Farming, fishing, and forestry occupations",major,2003
MA,Massachusetts,45730.0,119820.0,43590,Construction and extraction occupations,major,2003
MA,Massachusetts,40720.0,108100.0,39110,"Installation, maintenance, and repair occupations",major,2003
MA,Massachusetts,31300.0,204110.0,28750,Production occupations,major,2003
MA,Massachusetts,29230.0,169530.0,26090,Transportation and material moving occupations,major,2003
MI,Michigan,91950.0,168620.0,82070,Management occupations,major,2003
MI,Michigan,58080.0,184710.0,53350,Business and financial operations occupations,major,2003
MI,Michigan,59500.0,76490.0,57810,Computer and mathematical occupations,major,2003
MI,Michigan,62080.0,135120.0,60590,Architecture and engineering occupations,major,2003
MI,Michigan,47980.0,37400.0,42360,"Life, physical, and social science occupations",major,2003
MI,Michigan,37800.0,40180.0,34500,Community and social services occupations,major,2003
MI,Michigan,76640.0,25130.0,58650,Legal occupations,major,2003
MI,Michigan,44000.0,248450.0,40840,"Education, training, and library occupations",major,2003
MI,Michigan,46110.0,53490.0,39700,"Arts, design, entertainment, sports, and media occupations",major,2003
MI,Michigan,58220.0,215720.0,46960,Healthcare practitioners and technical occupations,major,2003
MI,Michigan,23400.0,118260.0,22560,Healthcare support occupations,major,2003
MI,Michigan,31850.0,79440.0,27960,Protective service occupations,major,2003
MI,Michigan,17340.0,360080.0,15390,Food preparation and serving related occupations,major,2003
MI,Michigan,22960.0,136770.0,20920,Building and grounds cleaning and maintenance occupations,major,2003
MI,Michigan,21630.0,97410.0,18390,Personal care and service occupations,major,2003
MI,Michigan,31600.0,472910.0,20960,Sales and related occupations,major,2003
MI,Michigan,28800.0,694570.0,26870,Office and administrative support occupations,major,2003
MI,Michigan,20110.0,7070.0,16550,"Farming, fishing, and forestry occupations",major,2003
MI,Michigan,42830.0,186890.0,40710,Construction and extraction occupations,major,2003
MI,Michigan,40090.0,178260.0,38300,"Installation, maintenance, and repair occupations",major,2003
MI,Michigan,35440.0,514460.0,31540,Production occupations,major,2003
MI,Michigan,30610.0,305920.0,26670,Transportation and material moving occupations,major,2003
MN,Minnesota,89930.0,122850.0,78610,Management occupations,major,2003
MN,Minnesota,55600.0,133220.0,49000,Business and financial operations occupations,major,2003
MN,Minnesota,63110.0,68100.0,60960,Computer and mathematical occupations,major,2003
MN,Minnesota,56300.0,52440.0,53150,Architecture and engineering occupations,major,2003
MN,Minnesota,54210.0,24800.0,49630,"Life, physical, and social science occupations",major,2003
MN,Minnesota,34410.0,43560.0,32210,Community and social services occupations,major,2003
MN,Minnesota,75570.0,18710.0,60780,Legal occupations,major,2003
MN,Minnesota,39770.0,153370.0,37870,"Education, training, and library occupations",major,2003
MN,Minnesota,43520.0,32220.0,37410,"Arts, design, entertainment, sports, and media occupations",major,2003
MN,Minnesota,55100.0,134120.0,47580,Healthcare practitioners and technical occupations,major,2003
MN,Minnesota,24310.0,70460.0,23280,Healthcare support occupations,major,2003
MN,Minnesota,32640.0,45620.0,29310,Protective service occupations,major,2003
MN,Minnesota,17510.0,207090.0,15960,Food preparation and serving related occupations,major,2003
